,session_ID,Garage_ID,User_ID,User_type,Shared_ID,Start_plugin,Start_plugin_hour,End_plugout,End_plugout_hour,El_kWh,Duration_hours,month_plugin,weekdays_plugin,Plugin_category,Duration_category,end_soc,start_soc,start_day_idx,end_day_idx,delta_t,delta_soc_rounded
5786,5787,Bl2,Bl2-1,Private,,2020-01-05 20:52:00,20,2020-01-06 09:14:00,9.0,17.05,12.366666666666667,Jan,Sunday,early evening (18-21),Between 12 and 15 hours,1,0.789,125,199,74,0.22
5787,5788,AsO4,AsO4-1,Private,,2020-01-05 21:02:00,21,2020-01-06 07:29:00,7.0,8.05,10.45,Jan,Sunday,late evening (21-midnight),Between 9 and 12 hours,1,0.9,126,188,62,0.1
5789,5790,AsO8,AsO8-3,Private,,2020-01-05 22:30:00,22,2020-01-06 16:01:00,16.0,8.85,17.516666666666666,Jan,Sunday,late evening (21-midnight),Between 15 and 18 hours,1,0.891,135,240,105,0.1
5790,5791,Ris,Ris-3,Private,,2020-01-05 22:33:00,22,2020-01-06 08:06:00,8.0,6.8,9.55,Jan,Sunday,late evening (21-midnight),Between 9 and 12 hours,1,0.916,135,192,57,0.08
5791,5792,AsO2,Share-20,Shared,Shared-4,2020-01-05 23:27:00,23,2020-01-06 13:39:00,13.0,13.45,14.2,Jan,Sunday,late evening (21-midnight),Between 12 and 15 hours,1,0.834,140,225,85,0.16
5793,5794,Ris,Ris-3,Private,,2020-01-06 09:01:00,9,2020-01-06 14:11:00,14.0,6.89,5.166666666666667,Jan,Monday,late morning (9-12),Between 3 and 6 hours,1,0.915,54,85,31,0.08
5794,5795,UT1,UT1-1,Private,,2020-01-06 10:06:00,10,2020-01-06 11:17:00,11.0,4.31,1.1833333333333333,Jan,Monday,late morning (9-12),Less than 3 hours,1,0.947,60,67,7,0.06
5795,5796,UT1,UT1-1,Private,,2020-01-06 11:43:00,11,2020-01-06 16:28:00,16.0,10.71,4.75,Jan,Monday,late morning (9-12),Between 3 and 6 hours,1,0.868,70,98,28,0.14
5796,5797,UT9,Share-12,Shared,Shared-12,2020-01-06 12:13:00,12,2020-01-06 16:16:00,16.0,19.13,4.05,Jan,Monday,early afternoon (12-15),Between 3 and 6 hours,1,0.763,73,97,24,0.24
5798,5799,Bl2,Bl2-7,Private,,2020-01-06 14:52:00,14,2020-01-07 07:55:00,7.0,6.56,17.05,Jan,Monday,early afternoon (12-15),Between 15 and 18 hours,1,0.919,89,191,102,0.08
5799,5800,UT7,UT7-5,Private,,2020-01-06 14:54:00,14,2020-01-06 20:42:00,20.0,9.16,5.8,Jan,Monday,early afternoon (12-15),Between 3 and 6 hours,1,0.887,89,124,35,0.12
5800,5801,Bl2,Bl2-1,Private,,2020-01-06 14:55:00,14,2020-01-06 16:40:00,16.0,2.66,1.75,Jan,Monday,early afternoon (12-15),Less than 3 hours,1,0.967,89,100,11,0.04
5802,5803,MS22,AsO4-2,Private,,2020-01-06 15:13:00,15,2020-01-06 18:09:00,18.0,7.76,2.933333333333333,Jan,Monday,late afternoon (15-18),Less than 3 hours,1,0.904,91,108,17,0.1
5803,5804,UT9,Share-36,Shared,Shared-11,2020-01-06 15:27:00,15,2020-01-06 19:38:00,19.0,8.45,4.183333333333334,Jan,Monday,late afternoon (15-18),Between 3 and 6 hours,1,0.895,92,117,25,0.1
5804,5805,AsO6,AsO6-1,Private,,2020-01-06 15:30:00,15,2020-01-07 10:04:00,10.0,6.28,18.566666666666666,Jan,Monday,late afternoon (15-18),More than 18 hours,1,0.922,93,204,111,0.08
5805,5806,NR1,NR1-1,Private,,2020-01-06 15:39:00,15,2020-01-07 07:24:00,7.0,6.85,15.75,Jan,Monday,late afternoon (15-18),Between 15 and 18 hours,1,0.915,93,188,95,0.08
5808,5809,NR1,NR1-2,Private,,2020-01-06 15:56:00,15,2020-01-07 06:47:00,6.0,2.69,14.85,Jan,Monday,late afternoon (15-18),Between 12 and 15 hours,1,0.967,95,184,89,0.04
5809,5810,Ris,Ris-2,Private,,2020-01-06 16:10:00,16,2020-01-06 19:22:00,19.0,8.16,3.2,Jan,Monday,late afternoon (15-18),Between 3 and 6 hours,1,0.899,97,116,19,0.1
5811,5812,Bl2,Share-7,Shared,Shared-6,2020-01-06 16:12:00,16,2020-01-06 22:43:00,22.0,40.6,6.516666666666667,Jan,Monday,late afternoon (15-18),Between 6 and 9  hours,1,0.498,97,136,39,0.5
5812,5813,UT15,UT15-2,Private,,2020-01-06 16:30:00,16,2020-01-07 07:31:00,7.0,15.25,15.016666666666667,Jan,Monday,late afternoon (15-18),Between 15 and 18 hours,1,0.811,99,189,90,0.18
5813,5814,AdO3,Share-16,Shared,Shared-3,2020-01-06 16:30:00,16,2020-01-06 18:22:00,18.0,13.78,1.8666666666666667,Jan,Monday,late afternoon (15-18),Less than 3 hours,1,0.83,99,110,11,0.18
5814,5815,Ris,Ris-1,Private,,2020-01-06 16:34:00,16,2020-01-07 12:35:00,12.0,34.1,20.016666666666666,Jan,Monday,late afternoon (15-18),More than 18 hours,1,0.578,99,219,120,0.42
5815,5816,AsO10,AsO10-4,Private,,2020-01-06 16:39:00,16,2020-01-07 06:44:00,6.0,18.47,14.083333333333334,Jan,Monday,late afternoon (15-18),Between 12 and 15 hours,1,0.772,99,184,85,0.22
5816,5817,AsO2,AsO2-1,Private,,2020-01-06 16:40:00,16,2020-01-07 08:45:00,8.0,16.09,16.083333333333332,Jan,Monday,late afternoon (15-18),Between 15 and 18 hours,1,0.801,100,196,96,0.2
5817,5818,Bl2,Bl2-3,Private,,2020-01-06 16:41:00,16,2020-01-07 08:00:00,8.0,10.71,15.316666666666666,Jan,Monday,late afternoon (15-18),Between 15 and 18 hours,1,0.868,100,192,92,0.14
5818,5819,Ris,Ris-3,Private,,2020-01-06 16:42:00,16,2020-01-07 07:59:00,7.0,6.58,15.283333333333333,Jan,Monday,late afternoon (15-18),Between 15 and 18 hours,1,0.919,100,191,91,0.08
5820,5821,AsO8,AsO8-3,Private,,2020-01-06 17:37:00,17,2020-01-07 09:40:00,9.0,11.48,16.05,Jan,Monday,late afternoon (15-18),Between 15 and 18 hours,1,0.858,105,202,97,0.14
5821,5822,Bl2,Bl2-8,Private,,2020-01-06 17:50:00,17,2020-01-07 06:56:00,6.0,17.81,13.1,Jan,Monday,late afternoon (15-18),Between 12 and 15 hours,1,0.78,107,185,78,0.22
5822,5823,Bl2,Share-8,Shared,Shared-7,2020-01-06 18:03:00,18,2020-01-07 09:12:00,9.0,16.12,15.15,Jan,Monday,early evening (18-21),Between 15 and 18 hours,1,0.801,108,199,91,0.2
5823,5824,MS1,MS1-1,Private,,2020-01-06 18:33:00,18,2020-01-07 11:06:00,11.0,2.09,16.55,Jan,Monday,early evening (18-21),Between 15 and 18 hours,1,0.974,111,210,99,0.02
5825,5826,MS22,AsO4-2,Private,,2020-01-06 19:20:00,19,2020-01-07 06:29:00,6.0,1.22,11.15,Jan,Monday,early evening (18-21),Between 9 and 12 hours,1,0.985,116,182,66,0.02
5826,5827,Ris,Ris-2,Private,,2020-01-06 19:47:00,19,2020-01-07 06:48:00,6.0,15.07,11.016666666666667,Jan,Monday,early evening (18-21),Between 9 and 12 hours,1,0.814,118,184,66,0.18
5827,5828,UT1,UT1-1,Private,,2020-01-06 19:57:00,19,2020-01-06 21:50:00,21.0,6.93,1.8833333333333333,Jan,Monday,early evening (18-21),Less than 3 hours,1,0.914,119,131,12,0.08
5828,5829,AsO10,AsO10-1,Private,,2020-01-06 20:08:00,20,2020-01-07 07:08:00,7.0,8.13,11.0,Jan,Monday,early evening (18-21),Between 9 and 12 hours,1,0.899,120,186,66,0.1
5829,5830,AsO8,AsO8-4,Private,,2020-01-06 20:10:00,20,2020-01-07 07:36:00,7.0,7.43,11.433333333333334,Jan,Monday,early evening (18-21),Between 9 and 12 hours,1,0.908,121,189,68,0.1
5830,5831,UT7,UT7-2,Private,,2020-01-06 20:25:00,20,2020-01-07 07:29:00,7.0,8.54,11.066666666666666,Jan,Monday,early evening (18-21),Between 9 and 12 hours,1,0.894,122,188,66,0.1
5831,5832,AdO1,AdO1-3,Private,,2020-01-06 20:27:00,20,2020-01-07 07:26:00,7.0,26.36,10.983333333333333,Jan,Monday,early evening (18-21),Between 9 and 12 hours,1,0.674,122,188,66,0.32
5833,5834,AsO2,Share-25,Shared,Shared-5,2020-01-06 21:19:00,21,2020-01-07 06:32:00,6.0,48.79,9.216666666666667,Jan,Monday,late evening (21-midnight),Between 9 and 12 hours,1,0.397,127,183,56,0.6
5834,5835,Bl2,Bl2-5,Private,,2020-01-06 21:36:00,21,2020-01-07 08:02:00,8.0,4.98,10.433333333333334,Jan,Monday,late evening (21-midnight),Between 9 and 12 hours,1,0.938,129,192,63,0.06
5835,5836,AsO4,AsO4-1,Private,,2020-01-06 21:42:00,21,2020-01-07 09:20:00,9.0,8.74,11.633333333333333,Jan,Monday,late evening (21-midnight),Between 9 and 12 hours,1,0.892,130,200,70,0.1
5836,5837,Bl2,Bl2-1,Private,,2020-01-06 22:01:00,22,2020-01-07 07:09:00,7.0,12.36,9.133333333333333,Jan,Monday,late evening (21-midnight),Between 9 and 12 hours,1,0.847,132,186,54,0.16
5837,5838,AdO3,Share-16,Shared,Shared-2,2020-01-06 22:04:00,22,2020-01-07 07:29:00,7.0,34.81,9.416666666666666,Jan,Monday,late evening (21-midnight),Between 9 and 12 hours,1,0.57,132,188,56,0.44
5838,5839,UT7,UT7-5,Private,,2020-01-06 22:21:00,22,2020-01-07 07:57:00,7.0,4.32,9.6,Jan,Monday,late evening (21-midnight),Between 9 and 12 hours,1,0.947,134,191,57,0.06
5839,5840,Bl2,Bl2-4,Private,,2020-01-06 23:57:00,23,2020-01-07 15:20:00,15.0,19.72,15.383333333333333,Jan,Monday,late evening (21-midnight),Between 15 and 18 hours,1,0.756,143,236,93,0.24
5840,5841,MS1,MS1-2,Private,,2020-01-07 00:11:00,0,2020-01-07 08:00:00,8.0,9.73,7.816666666666666,Jan,Tuesday,early night (midnight-3),Between 6 and 9  hours,1,0.88,1,48,47,0.12
5841,5842,UT1,UT1-1,Private,,2020-01-07 10:02:00,10,2020-01-07 14:13:00,14.0,9.2,4.183333333333334,Jan,Tuesday,late morning (9-12),Between 3 and 6 hours,1,0.886,60,85,25,0.12
5842,5843,AdO1,AdO1-4,Private,,2020-01-07 13:07:00,13,2020-01-08 06:53:00,6.0,64.23,17.766666666666666,Jan,Tuesday,early afternoon (12-15),Between 15 and 18 hours,1,0.206,78,185,107,0.8
5844,5845,Bl2,Bl2-2,Private,,2020-01-07 15:05:00,15,2020-01-07 16:42:00,16.0,5.87,1.6166666666666667,Jan,Tuesday,late afternoon (15-18),Less than 3 hours,1,0.927,90,100,10,0.08
5845,5846,NR1,NR1-2,Private,,2020-01-07 15:25:00,15,2020-01-08 06:29:00,6.0,0.01,15.066666666666666,Jan,Tuesday,late afternoon (15-18),Between 15 and 18 hours,1,1.0,92,182,90,0.0
5847,5848,NR1,NR1-1,Private,,2020-01-07 15:44:00,15,2020-01-08 05:15:00,5.0,7.64,13.516666666666667,Jan,Tuesday,late afternoon (15-18),Between 12 and 15 hours,1,0.906,94,175,81,0.1
5848,5849,Ris,Ris-3,Private,,2020-01-07 15:52:00,15,2020-01-07 17:23:00,17.0,5.79,1.5166666666666666,Jan,Tuesday,late afternoon (15-18),Less than 3 hours,1,0.928,95,104,9,0.08
5849,5850,Bl2,Bl2-7,Private,,2020-01-07 16:09:00,16,2020-01-08 08:17:00,8.0,3.4,16.133333333333333,Jan,Tuesday,late afternoon (15-18),Between 15 and 18 hours,1,0.958,96,193,97,0.04
5850,5851,AsO4,AsO4-1,Private,,2020-01-07 16:22:00,16,2020-01-07 20:19:00,20.0,6.75,3.95,Jan,Tuesday,late afternoon (15-18),Between 3 and 6 hours,1,0.917,98,121,23,0.08
5852,5853,UT9,Share-36,Shared,Shared-11,2020-01-07 17:14:00,17,2020-01-07 21:24:00,21.0,7.85,4.166666666666667,Jan,Tuesday,late afternoon (15-18),Between 3 and 6 hours,1,0.903,103,128,25,0.1
5853,5854,UT7,UT7-1,Private,,2020-01-07 17:15:00,17,2020-01-07 18:46:00,18.0,10.05,1.5166666666666666,Jan,Tuesday,late afternoon (15-18),Less than 3 hours,1,0.876,103,112,9,0.12
5854,5855,UT15,UT15-2,Private,,2020-01-07 17:16:00,17,2020-01-08 07:39:00,7.0,14.73,14.383333333333333,Jan,Tuesday,late afternoon (15-18),Between 12 and 15 hours,1,0.818,103,189,86,0.18
5855,5856,AsO8,AsO8-3,Private,,2020-01-07 17:40:00,17,2020-01-08 13:54:00,13.0,17.62,20.233333333333334,Jan,Tuesday,late afternoon (15-18),More than 18 hours,1,0.782,106,227,121,0.22
5856,5857,AdA6,AdA6-1,Private,,2020-01-07 18:11:00,18,2020-01-07 19:16:00,19.0,2.79,1.0833333333333333,Jan,Tuesday,early evening (18-21),Less than 3 hours,1,0.965,109,115,6,0.04
5857,5858,Ris,Ris-2,Private,,2020-01-07 18:25:00,18,2020-01-08 06:47:00,6.0,4.67,12.366666666666667,Jan,Tuesday,early evening (18-21),Between 12 and 15 hours,1,0.942,110,184,74,0.06
5858,5859,MS22,AsO4-2,Private,,2020-01-07 18:33:00,18,2020-01-08 06:26:00,6.0,8.88,11.883333333333333,Jan,Tuesday,early evening (18-21),Between 9 and 12 hours,1,0.89,111,182,71,0.1
5859,5860,MS1,MS1-2,Private,,2020-01-07 18:42:00,18,2020-01-08 08:11:00,8.0,13.5,13.483333333333333,Jan,Tuesday,early evening (18-21),Between 12 and 15 hours,1,0.833,112,193,81,0.16
5860,5861,AsO6,AsO6-1,Private,,2020-01-07 19:06:00,19,2020-01-08 07:07:00,7.0,5.82,12.016666666666667,Jan,Tuesday,early evening (18-21),Between 12 and 15 hours,1,0.928,114,186,72,0.08
5861,5862,SR2,SR2-3,Private,,2020-01-07 19:25:00,19,2020-01-08 07:55:00,7.0,33.05,12.5,Jan,Tuesday,early evening (18-21),Between 12 and 15 hours,1,0.591,116,191,75,0.4
5862,5863,AdO1,AdO1-3,Private,,2020-01-07 19:50:00,19,2020-01-08 07:20:00,7.0,21.23,11.5,Jan,Tuesday,early evening (18-21),Between 9 and 12 hours,1,0.737,119,188,69,0.26
5863,5864,Ris,Ris-3,Private,,2020-01-07 20:01:00,20,2020-01-08 08:05:00,8.0,7.48,12.066666666666666,Jan,Tuesday,early evening (18-21),Between 12 and 15 hours,1,0.907,120,192,72,0.1
5864,5865,MS1,MS1-1,Private,,2020-01-07 20:29:00,20,2020-01-08 10:52:00,10.0,2.89,14.383333333333333,Jan,Tuesday,early evening (18-21),Between 12 and 15 hours,1,0.964,122,209,87,0.04
5865,5866,UT7,UT7-2,Private,,2020-01-07 20:51:00,20,2020-01-08 07:31:00,7.0,6.04,10.666666666666666,Jan,Tuesday,early evening (18-21),Between 9 and 12 hours,1,0.925,125,189,64,0.08
5866,5867,AdO3,AdO3-3,Private,,2020-01-07 21:05:00,21,2020-01-08 06:13:00,6.0,17.23,9.133333333333333,Jan,Tuesday,late evening (21-midnight),Between 9 and 12 hours,1,0.787,126,181,55,0.22
5867,5868,AsO8,AsO8-4,Private,,2020-01-07 21:10:00,21,2020-01-08 07:46:00,7.0,3.53,10.6,Jan,Tuesday,late evening (21-midnight),Between 9 and 12 hours,1,0.956,127,190,63,0.04
5868,5869,Bl2,Bl2-2,Private,,2020-01-07 21:15:00,21,2020-01-08 10:44:00,10.0,15.86,13.483333333333333,Jan,Tuesday,late evening (21-midnight),Between 12 and 15 hours,1,0.804,127,208,81,0.2
5869,5870,AdO3,AdO3-2,Private,,2020-01-07 21:19:00,21,2020-01-08 09:38:00,9.0,7.39,12.316666666666666,Jan,Tuesday,late evening (21-midnight),Between 12 and 15 hours,1,0.909,127,201,74,0.1
5870,5871,Bl2,Bl2-5,Private,,2020-01-07 21:19:00,21,2020-01-08 07:34:00,7.0,7.95,10.25,Jan,Tuesday,late evening (21-midnight),Between 9 and 12 hours,1,0.902,127,189,62,0.1
5871,5872,UT9,Share-36,Shared,Shared-12,2020-01-07 21:51:00,21,2020-01-07 23:32:00,23.0,2.14,1.6833333333333333,Jan,Tuesday,late evening (21-midnight),Less than 3 hours,1,0.974,131,141,10,0.02
5872,5873,AdA6,AdA6-1,Private,,2020-01-07 22:22:00,22,2020-01-08 07:54:00,7.0,6.82,9.533333333333333,Jan,Tuesday,late evening (21-midnight),Between 9 and 12 hours,1,0.916,134,191,57,0.08
5873,5874,AsO10,AsO10-1,Private,,2020-01-07 23:00:00,23,2020-01-08 07:29:00,7.0,7.09,8.483333333333333,Jan,Tuesday,late evening (21-midnight),Between 6 and 9  hours,1,0.912,138,188,50,0.08
5874,5875,UT2,UT2-1,Private,,2020-01-07 23:52:00,23,2020-01-08 12:56:00,12.0,17.76,13.066666666666666,Jan,Tuesday,late evening (21-midnight),Between 12 and 15 hours,1,0.78,143,221,78,0.22
5875,5876,AsO4,AsO4-1,Private,,2020-01-07 23:55:00,23,2020-01-08 07:30:00,7.0,10.4,7.583333333333333,Jan,Tuesday,late evening (21-midnight),Between 6 and 9  hours,1,0.871,143,189,46,0.12
5876,5877,Bl2,Share-30,Shared,Shared-6,2020-01-08 07:48:00,7,2020-01-08 14:16:00,14.0,46.81,6.466666666666667,Jan,Wednesday,early morning (6-9),Between 6 and 9  hours,1,0.421,46,85,39,0.58
5877,5878,UT9,Share-14,Shared,Shared-12,2020-01-08 08:13:00,8,2020-01-08 12:20:00,12.0,30.01,4.116666666666666,Jan,Wednesday,early morning (6-9),Between 3 and 6 hours,1,0.629,49,74,25,0.38
5878,5879,Bl2,Bl2-1,Private,,2020-01-08 11:15:00,11,2020-01-08 21:27:00,21.0,20.14,10.2,Jan,Wednesday,late morning (9-12),Between 9 and 12 hours,1,0.751,67,128,61,0.24
5879,5880,AdO1,AdO1-4,Private,,2020-01-08 13:31:00,13,2020-01-08 15:43:00,15.0,7.17,2.2,Jan,Wednesday,early afternoon (12-15),Less than 3 hours,1,0.911,81,94,13,0.08
5880,5881,MS1,Share-31,Shared,Shared-8,2020-01-08 13:43:00,13,2020-01-08 15:11:00,15.0,2.69,1.4666666666666666,Jan,Wednesday,early afternoon (12-15),Less than 3 hours,1,0.967,82,91,9,0.04
5881,5882,UT15,UT15-1,Private,,2020-01-08 14:09:00,14,2020-01-09 10:11:00,10.0,6.4,20.033333333333335,Jan,Wednesday,early afternoon (12-15),More than 18 hours,1,0.921,84,205,121,0.08
5883,5884,AsO8,AsO8-4,Private,,2020-01-08 14:31:00,14,2020-01-08 17:03:00,17.0,3.67,2.533333333333333,Jan,Wednesday,early afternoon (12-15),Less than 3 hours,1,0.955,87,102,15,0.04
5884,5885,UT15,UT15-2,Private,,2020-01-08 14:54:00,14,2020-01-08 18:36:00,18.0,13.49,3.7,Jan,Wednesday,early afternoon (12-15),Between 3 and 6 hours,1,0.833,89,111,22,0.16
5885,5886,Ris,Ris-3,Private,,2020-01-08 14:56:00,14,2020-01-08 17:59:00,17.0,5.61,3.05,Jan,Wednesday,early afternoon (12-15),Between 3 and 6 hours,1,0.931,89,107,18,0.06
5886,5887,SR14,SR14-2,Private,,2020-01-08 15:00:00,15,2020-01-08 18:44:00,18.0,26.67,3.7333333333333334,Jan,Wednesday,late afternoon (15-18),Between 3 and 6 hours,1,0.67,90,112,22,0.32
5887,5888,MS22,AsO4-2,Private,,2020-01-08 15:01:00,15,2020-01-08 17:58:00,17.0,5.59,2.95,Jan,Wednesday,late afternoon (15-18),Less than 3 hours,1,0.931,90,107,17,0.06
5888,5889,AsO6,AsO6-1,Private,,2020-01-08 15:41:00,15,2020-01-09 07:07:00,7.0,7.18,15.433333333333334,Jan,Wednesday,late afternoon (15-18),Between 15 and 18 hours,1,0.911,94,186,92,0.08
5889,5890,AdA6,AdA6-1,Private,,2020-01-08 15:45:00,15,2020-01-09 07:53:00,7.0,1.25,16.133333333333333,Jan,Wednesday,late afternoon (15-18),Between 15 and 18 hours,1,0.985,94,191,97,0.02
5890,5891,AsO2,AsO6-1,Shared,Shared-5,2020-01-08 15:46:00,15,2020-01-08 21:31:00,21.0,43.14,5.75,Jan,Wednesday,late afternoon (15-18),Between 3 and 6 hours,1,0.466,94,129,35,0.54
5891,5892,Ris,Ris-2,Private,,2020-01-08 15:53:00,15,2020-01-08 19:42:00,19.0,4.5,3.816666666666667,Jan,Wednesday,late afternoon (15-18),Between 3 and 6 hours,1,0.944,95,118,23,0.06
5892,5893,UT1,UT1-1,Private,,2020-01-08 16:01:00,16,2020-01-08 17:22:00,17.0,4.97,1.35,Jan,Wednesday,late afternoon (15-18),Less than 3 hours,1,0.939,96,104,8,0.06
5893,5894,AsO10,AsO10-1,Private,,2020-01-08 16:06:00,16,2020-01-08 18:10:00,18.0,4.09,2.066666666666667,Jan,Wednesday,late afternoon (15-18),Less than 3 hours,1,0.949,96,109,13,0.06
5894,5895,Bl2,Bl2-3,Private,,2020-01-08 16:07:00,16,2020-01-09 07:54:00,7.0,16.46,15.783333333333333,Jan,Wednesday,late afternoon (15-18),Between 15 and 18 hours,1,0.796,96,191,95,0.2
5895,5896,Bl2,Bl2-5,Private,,2020-01-08 16:10:00,16,2020-01-08 17:46:00,17.0,4.79,1.6,Jan,Wednesday,late afternoon (15-18),Less than 3 hours,1,0.941,97,106,9,0.06
5896,5897,UT7,UT7-1,Private,,2020-01-08 16:14:00,16,2020-01-09 07:41:00,7.0,24.66,15.45,Jan,Wednesday,late afternoon (15-18),Between 15 and 18 hours,1,0.695,97,190,93,0.3
5897,5898,Bl2,Bl2-7,Private,,2020-01-08 16:25:00,16,2020-01-09 09:33:00,9.0,3.38,17.133333333333333,Jan,Wednesday,late afternoon (15-18),Between 15 and 18 hours,1,0.958,98,201,103,0.04
5899,5900,MS1,MS1-2,Private,,2020-01-08 16:35:00,16,2020-01-08 18:13:00,18.0,5.29,1.6333333333333333,Jan,Wednesday,late afternoon (15-18),Less than 3 hours,1,0.935,99,109,10,0.06
5901,5902,UT7,UT7-5,Private,,2020-01-08 17:31:00,17,2020-01-09 07:56:00,7.0,8.89,14.416666666666666,Jan,Wednesday,late afternoon (15-18),Between 12 and 15 hours,1,0.89,105,191,86,0.1
5902,5903,AsO8,AsO8-4,Private,,2020-01-08 18:07:00,18,2020-01-09 07:43:00,7.0,2.98,13.6,Jan,Wednesday,early evening (18-21),Between 12 and 15 hours,1,0.963,108,190,82,0.04
5903,5904,UT15,UT15-2,Private,,2020-01-08 18:52:00,18,2020-01-09 07:29:00,7.0,2.88,12.616666666666667,Jan,Wednesday,early evening (18-21),Between 12 and 15 hours,1,0.964,113,188,75,0.04
5904,5905,NR1,NR1-1,Private,,2020-01-08 19:02:00,19,2020-01-09 07:51:00,7.0,8.61,12.816666666666666,Jan,Wednesday,early evening (18-21),Between 12 and 15 hours,1,0.894,114,191,77,0.1
5905,5906,Ris,Ris-3,Private,,2020-01-08 19:10:00,19,2020-01-09 08:09:00,8.0,7.05,12.983333333333333,Jan,Wednesday,early evening (18-21),Between 12 and 15 hours,1,0.913,115,192,77,0.08
5906,5907,MS1,MS1-2,Private,,2020-01-08 19:30:00,19,2020-01-08 22:19:00,22.0,1.43,2.816666666666667,Jan,Wednesday,early evening (18-21),Less than 3 hours,1,0.982,117,133,16,0.02
5907,5908,NR1,NR1-2,Private,,2020-01-08 19:47:00,19,2020-01-09 06:47:00,6.0,9.6,11.0,Jan,Wednesday,early evening (18-21),Between 9 and 12 hours,1,0.881,118,184,66,0.12
5908,5909,SR14,SR14-2,Private,,2020-01-08 20:01:00,20,2020-01-09 07:45:00,7.0,35.19,11.733333333333333,Jan,Wednesday,early evening (18-21),Between 9 and 12 hours,1,0.565,120,190,70,0.44
5909,5910,Bl2,Bl2-1,Shared,Shared-7,2020-01-08 20:04:00,20,2020-01-08 22:35:00,22.0,8.83,2.5166666666666666,Jan,Wednesday,early evening (18-21),Less than 3 hours,1,0.891,120,135,15,0.1
5910,5911,AsO8,AsO8-3,Private,,2020-01-08 20:10:00,20,2020-01-09 06:40:00,6.0,19.64,10.5,Jan,Wednesday,early evening (18-21),Between 9 and 12 hours,1,0.757,121,184,63,0.24
5912,5913,AsO10,AsO10-1,Private,,2020-01-08 20:20:00,20,2020-01-09 07:08:00,7.0,4.77,10.8,Jan,Wednesday,early evening (18-21),Between 9 and 12 hours,1,0.941,122,186,64,0.06
5913,5914,AsO2,AsO2-1,Private,,2020-01-08 20:24:00,20,2020-01-09 07:33:00,7.0,14.53,11.15,Jan,Wednesday,early evening (18-21),Between 9 and 12 hours,1,0.82,122,189,67,0.18
5914,5915,AsO4,AsO4-1,Private,,2020-01-08 20:28:00,20,2020-01-09 07:29:00,7.0,11.44,11.016666666666667,Jan,Wednesday,early evening (18-21),Between 9 and 12 hours,1,0.859,122,188,66,0.14
5915,5916,MS22,AsO4-2,Private,,2020-01-08 20:29:00,20,2020-01-09 06:30:00,6.0,2.18,10.016666666666667,Jan,Wednesday,early evening (18-21),Between 9 and 12 hours,1,0.973,122,183,61,0.02
5916,5917,AdO1,AdO1-1,Private,,2020-01-08 20:31:00,20,2020-01-09 06:29:00,6.0,16.74,9.966666666666667,Jan,Wednesday,early evening (18-21),Between 9 and 12 hours,1,0.793,123,182,59,0.2
5917,5918,Bl2,Bl2-5,Private,,2020-01-08 20:40:00,20,2020-01-08 22:54:00,22.0,7.83,2.2333333333333334,Jan,Wednesday,early evening (18-21),Less than 3 hours,1,0.903,124,137,13,0.1
5918,5919,AdO1,AdO1-3,Private,,2020-01-08 20:55:00,20,2020-01-09 08:54:00,8.0,25.89,11.983333333333333,Jan,Wednesday,early evening (18-21),Between 9 and 12 hours,1,0.68,125,197,72,0.32
5919,5920,UT7,UT7-2,Private,,2020-01-08 20:58:00,20,2020-01-09 07:27:00,7.0,9.4,10.483333333333333,Jan,Wednesday,early evening (18-21),Between 9 and 12 hours,1,0.884,125,188,63,0.12
5920,5921,UT7,UT7-3,Private,,2020-01-08 21:05:00,21,2020-01-09 08:32:00,8.0,11.38,11.45,Jan,Wednesday,late evening (21-midnight),Between 9 and 12 hours,1,0.859,126,195,69,0.14
5921,5922,NR1,NR1-3,Private,,2020-01-08 21:06:00,21,2020-01-09 07:03:00,7.0,33.06,9.95,Jan,Wednesday,late evening (21-midnight),Between 9 and 12 hours,1,0.591,126,186,60,0.4
5922,5923,UT1,UT1-1,Private,,2020-01-08 21:51:00,21,2020-01-09 08:00:00,8.0,12.68,10.15,Jan,Wednesday,late evening (21-midnight),Between 9 and 12 hours,1,0.843,131,192,61,0.16
5923,5924,AdO1,AdO1-4,Private,,2020-01-08 22:19:00,22,2020-01-09 12:09:00,12.0,2.36,13.833333333333334,Jan,Wednesday,late evening (21-midnight),Between 12 and 15 hours,1,0.971,133,216,83,0.02
5924,5925,MS1,MS1-2,Private,,2020-01-08 22:42:00,22,2020-01-09 07:23:00,7.0,3.03,8.683333333333334,Jan,Wednesday,late evening (21-midnight),Between 6 and 9  hours,1,0.963,136,188,52,0.04
5925,5926,Bl2,Bl2-5,Private,,2020-01-08 23:20:00,23,2020-01-09 07:46:00,7.0,7.12,8.433333333333334,Jan,Wednesday,late evening (21-midnight),Between 6 and 9  hours,1,0.912,140,190,50,0.08
5926,5927,Ris,Ris-2,Private,,2020-01-09 01:48:00,1,2020-01-09 06:48:00,6.0,4.29,5.0,Jan,Thursday,early night (midnight-3),Between 3 and 6 hours,1,0.947,10,40,30,0.06
5927,5928,Bl2,Bl2-8,Private,,2020-01-09 05:57:00,5,2020-01-09 07:56:00,7.0,12.43,1.9833333333333334,Jan,Thursday,late night (3-6),Less than 3 hours,1,0.846,35,47,12,0.16
